"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"3GOB","4","100","100","Success","0.00031"
"7N6U","4","110","110","Success","0.00023"
"5SBO","4","1011","1011","Success","0.0008"
"7GOS","4","111","111","Success","0.00052"
"5QQE","4","101","101","Success","0.00054"
"4KSN","4","110","110","Success","0.00063"
"4R9A","4","1","1","Success","0.00084"
"4EAB","4","10","10","Success","0.00066"
"6A3D","4","1101","1101","Success","0.00055"
"7HNX","4","110","110","Success","0.00072"
"4U4P","4","10","10","Success","0.00047"
"6LYG","4","1110","1110","Success","0.00023"
"2ZIK","4","100","100","Success","0.00088"
"7C12","4","1000","1000","Success","0.00059"
"2LP4","4","0","0","Success","0.0001"
"4FDM","4","1101","1101","Success","0.00052"
"8F2D","4","101","101","Success","0.00058"
"3MJL","4","0","0","Success","0.00039"
"8AKR","4","1101","1101","Success","9.00E-05"
"7NNQ","4","1000","1000","Success","0.00027"
"3O7A","4","1011","1011","Success","0.00128"
"5J0G","4","1011","1011","Success","0.00065"
"4FVF","4","1100","1100","Success","0.00066"
"7KP7","4","1011","1011","Success","0.00033"
"1Q23","4","10","10","Success","0.00019"
"7MVW","4","111","111","Success","0.0003"
"8G5V","4","110","110","Success","0.00024"
"7YPO","4","1110","1110","Success","0.00027"
"1V5T","4","1000","1000","Success","0.00024"
"5N9Y","4","1101","1101","Success","0.00025"
"8BWP","4","100","100","Success","0.00029"
"2MQW","4","10","10","Success","0.00018"
"4LUL","4","1000","1000","Success","0.00051"
"1UVM","4","111","111","Success","0.00022"
"4YPZ","4","0","0","Success","0.00064"
"6NB6","4","10","10","Success","0.00017"
"3G7R","4","1101","1101","Success","0.00049"
"8BG4","4","100","100","Success","0.00033"
"3MCD","4","1000","1000","Success","0.00092"
"7YSG","4","11","11","Success","0.00017"
"2JQG","4","1000","1000","Success","0.00034"
"2UYL","4","10","10","Success","0.00024"
"3I5Q","4","110","110","Success","0.00043"
"6KXU","4","111","111","Success","0.00015"
"6QXH","4","1000","1000","Success","0.00034"
"6BB9","4","1","1","Success","0.00043"
"8TVU","4","101","101","Success","0.00011"
"1FBR","4","110","110","Success","0.001"
"1TH3","4","1110","1110","Success","0.00022"
"6ASD","4","1000","1000","Success","0.00145"
"3GGG","4","1111","1111","Success","0.00029"
"6K72","4","10","10","Success","0.00015"
"2Q9J","4","1","1","Success","0.00061"
"4H14","4","1011","1011","Success","0.00058"
"2R9K","4","10","10","Success","0.00044"
"3WVB","4","1010","1010","Success","0.00055"
"8QLX","4","1010","1010","Success","0.00085"
"5K03","4","1010","1010","Success","0.00065"
"5GLH","4","11","11","Success","0.00046"
"6HQQ","4","11","11","Success","0.00048"
"4J6J","4","1010","1010","Success","0.00044"
"5XGF","4","1000","1000","Success","0.00062"
"5HSP","4","1","1","Success","0.00109"
"1FSJ","4","100","100","Success","0.00041"
"8XUV","4","1011","1011","Success","0.0001"
"7EKT","4","1011","1011","Success","0.00022"
"1KWP","4","101","101","Success","0.00039"
"5Q6U","4","10","10","Success","0.00052"
"4B95","4","1000","1000","Success","0.00027"
"4OIB","4","1000","1000","Success","0.00051"
"4EM1","4","1110","1110","Success","0.00082"
"6HTT","4","1001","1001","Success","0.00024"
"1G4U","4","101","101","Success","0.00043"
"8HSR","4","110","110","Success","0.00014"
"2FB8","4","10","10","Success","0.00044"
"6T58","4","1","1","Success","0.00034"
"5IW9","4","1100","1100","Success","0.00062"
"1S7R","4","101","101","Success","0.00036"
"5DE2","4","1000","1000","Success","0.00041"
"5EG9","4","1110","1110","Success","0.00057"
"1UD7","4","0","0","Success","0.00025"
"2O4R","4","111","111","Success","0.00063"
"6RM5","4","111","111","Success","0.00066"
"3G76","4","101","101","Success","0.00035"
"6LYO","4","1","1","Success","0.00028"
"8C4A","4","10","10","Success","0.00021"
"4LSC","4","1000","1000","Success","0.00072"
"8OGA","4","101","101","Success","0.00055"
"5TGY","4","101","101","Success","0.00021"
"8AFN","4","1000","1000","Success","0.00065"
"5VFO","4","11","11","Success","0.00012"
"3TNZ","4","0","0","Success","0.00047"
"2YRO","4","11","11","Success","0.00018"
"5FZT","4","1011","1011","Success","0.00055"
"5M1P","4","0","0","Success","0.00052"
"7YYC","4","1010","1010","Success","0.00045"
"5PBI","4","1100","1100","Success","0.00093"
"2RME","4","110","110","Success","0.00038"
"2WHV","4","111","111","Success","0.00069"
"1YVG","4","0","0","Success","0.00051"
"1KF9","4","110","110","Success","0.0003"
"1I18","4","1111","1111","Success","0.00015"
"5AHW","4","101","101","Success","0.00035"
"4IGB","4","1111","1111","Success","0.00023"
"2VSH","4","1001","1001","Success","0.00048"
"2G42","4","11","11","Success","0.00078"
"1QPE","4","1110","1110","Success","0.00061"
"8D13","4","10","10","Success","0.0003"
"3MKJ","4","1100","1100","Success","0.00051"
"7PGR","4","1000","1000","Success","0.00014"
"3QB1","4","1110","1110","Success","0.00032"
"2WR1","4","11","11","Success","0.00026"
"8WQO","4","0","0","Success","0.00088"
"1ZRR","4","1001","1001","Success","0.00018"
"7TOB","4","10","10","Success","0.00057"
"5LR0","4","11","11","Success","0.00035"
"4N4Y","4","1010","1010","Success","0.00037"
"2MOP","4","10","10","Success","0.0002"
"6HLX","4","10","10","Success","0.00043"
"6I8B","4","1101","1101","Success","0.0005"
"8C96","4","1001","1001","Success","0.00025"
"3SVQ","4","100","100","Success","0.00035"
"2O8M","4","1111","1111","Success","0.0005"
"4FZ7","4","1111","1111","Success","0.00061"
"8S9E","4","1","1","Success","0.00026"
"7GMP","4","110","110","Success","0.00039"
"2YAD","4","10","10","Success","0.00046"
"8B1G","4","1001","1001","Success","0.00041"
"7UUO","4","1","1","Success","0.00035"
"7Q5A","4","0","0","Success","0.00144"
"8PEY","4","111","111","Success","0.00012"
"6G2W","4","1100","1100","Success","0.00061"
"6H3P","4","0","0","Success","0.00045"
"7UW0","4","1011","1011","Success","0.00027"
"7TLC","4","10","10","Success","0.00018"
"7PL9","4","110","110","Success","0.00014"
"8T7Z","4","1100","1100","Success","0.00014"
"4LO3","4","1111","1111","Success","0.00038"
"5O4H","4","0","0","Success","0.0003"
"1PD8","4","1001","1001","Success","0.00073"
"8GXI","4","1010","1010","Success","0.00058"
"7F0J","4","1111","1111","Success","0.00025"
"8WZ4","4","1111","1111","Success","0.00047"
"1EB2","4","111","111","Success","0.00067"
"5PFE","4","1101","1101","Success","0.00093"
"1DSN","4","0","0","Success","0.00056"
"6N0A","4","111","111","Success","0.00041"
"8G01","4","1","1","Success","0.0003"
"1WA8","4","0","0","Success","0.00014"
"4WOQ","4","100","100","Success","0.0002"
"4B91","4","1001","1001","Success","0.0003"
"7ERA","4","111","111","Success","0.00048"
"8F45","4","1000","1000","Success","0.0004"
"4P8V","4","111","111","Success","0.00051"
"6Z3R","4","1101","1101","Success","0.00019"
"5PO3","4","111","111","Success","0.00062"
"3NDP","4","1111","1111","Success","0.00049"
"1O8V","4","1111","1111","Success","0.00087"
"1TNQ","4","10","10","Success","0.00016"
"4IT6","4","11","11","Success","0.00068"
"3FL3","4","1110","1110","Success","0.00062"
"6AIQ","4","10","10","Success","0.00097"
"5HDM","4","1000","1000","Success","0.00032"
"8BHW","4","11","11","Success","0.0002"
"4EH8","4","0","0","Success","0.00055"
"6C9T","4","1001","1001","Success","0.00059"
"8EJY","4","11","11","Success","0.00055"
"4U1H","4","10","10","Success","0.0005"
"6GW9","4","1101","1101","Success","0.00066"
"3FG8","4","101","101","Success","0.00038"
"5M7S","4","110","110","Success","0.00033"
"1FHG","4","1","1","Success","0.00099"
"3VDU","4","1110","1110","Success","0.00071"
"5FD6","4","1001","1001","Success","0.00043"
"8GLC","4","1101","1101","Success","0.00034"
"4WG3","4","11","11","Success","0.00046"
"6SMZ","4","10","10","Success","0.00029"
"1SLV","4","1000","1000","Success","0.00054"
"4UOR","4","1000","1000","Success","0.00015"
"9BT9","4","101","101","Success","0.00062"
"9AVD","4","11","11","Success","0.00098"
"6C4J","4","1110","1110","Success","0.00013"
"8YFH","4","1111","1111","Success","0.00029"
"3CJA","4","0","0","Success","0.00049"
"2E1U","4","1001","1001","Success","0.00034"
"4GW8","4","1100","1100","Success","0.0006"
"8K81","4","110","110","Success","0.00032"
"1X9H","4","100","100","Success","0.00041"
"4DJU","4","110","110","Success","0.00035"
"3K0E","4","1001","1001","Success","0.00018"
"5O9G","4","11","11","Success","0.00024"
"3QIR","4","101","101","Success","0.00047"
"3UX3","4","1101","1101","Success","0.0006"
"7QV7","4","101","101","Success","0.00014"
"4JPZ","4","110","110","Success","0.00034"
"3TRS","4","0","0","Success","0.0005"
"3UOI","4","1010","1010","Success","0.00011"
"4C5A","4","1111","1111","Success","0.0004"
"5W57","4","1111","1111","Success","0.00042"
"3NF4","4","1111","1111","Success","0.00036"
"1I7U","4","10","10","Success","0.00037"
"2WST","4","1","1","Success","0.0003"
"5OLB","4","1","1","Success","0.00034"
"1VES","4","1011","1011","Success","0.00064"
"8WWH","4","101","101","Success","0.0003"
"4KUY","4","1001","1001","Success","0.0006"
"5LXE","4","111","111","Success","0.00039"
"2HDO","4","101","101","Success","0.00069"
"3AE8","4","1100","1100","Success","0.0003"
"3X41","4","1011","1011","Success","0.00028"
"3EYG","4","1111","1111","Success","0.00058"
"8J48","4","1000","1000","Success","0.0006"
"6XJ7","4","1010","1010","Success","0.00041"
"7YXU","4","111","111","Success","0.00042"
"5S2O","4","1000","1000","Success","0.00054"
"3ZLW","4","1000","1000","Success","0.00055"
"4BM3","4","0","0","Success","0.00054"
"1L7D","4","0","0","Success","0.00026"
"4OTM","4","11","11","Success","0.00066"
"1XAT","4","1","1","Success","0.00069"
"2JXA","4","1010","1010","Success","0.00019"
"1DZ6","4","1100","1100","Success","0.00035"
"7VJA","4","100","100","Success","0.00045"
"240L","4","1110","1110","Success","0.0008"
"5ERR","4","11","11","Success","0.00048"
"6TGD","4","1111","1111","Success","0.00044"
"3A9G","4","1011","1011","Success","0.00054"
"1YO7","4","1","1","Success","0.00065"
"4ZCB","4","1111","1111","Success","0.0006"
"6FMJ","4","0","0","Success","0.00028"
"6SJE","4","110","110","Success","0.00019"
"6I02","4","101","101","Success","0.00031"
"8SD0","4","101","101","Success","0.0004"
"1IO3","4","10","10","Success","0.00098"
"2JJH","4","1010","1010","Success","0.00048"
"2YT4","4","1001","1001","Success","0.00073"
"6POV","4","1010","1010","Success","0.00025"
"2PPV","4","100","100","Success","0.00054"
"4IW3","4","11","11","Success","0.00029"
"2QUH","4","1100","1100","Success","0.00036"
"6FT0","4","1000","1000","Success","0.00028"
"1T6C","4","1111","1111","Success","0.00057"
"6CSG","4","1110","1110","Success","0.00034"
"6QLK","4","1000","1000","Success","0.0007"
"7X8E","4","1100","1100","Success","0.00019"
"3IE3","4","1110","1110","Success","0.00047"
"1UGW","4","110","110","Success","0.00041"
"7MW4","4","1110","1110","Success","0.00015"
"1NPU","4","1101","1101","Success","0.0009"
"3MML","4","1001","1001","Success","0.00023"
"8IMN","4","111","111","Success","0.00012"
"7XL9","4","1111","1111","Success","0.00078"
"2WVG","4","1","1","Success","0.00021"
"1KD7","4","1111","1111","Success","0.00033"
"5WY4","4","1001","1001","Success","0.00055"
"2PFU","4","111","111","Success","0.00023"
"1PKZ","4","111","111","Success","0.00047"
"8R45","4","10","10","Success","0.0004"
"3M47","4","1101","1101","Success","0.00049"
"4O8M","4","1101","1101","Success","0.0002"
"8WK6","4","1100","1100","Success","0.00022"
"1K5G","4","11","11","Success","0.00019"
"7JRC","4","110","110","Success","0.00044"
"3KIC","4","1","1","Success","0.0001"
"2M6Z","4","1","1","Success","9.00E-05"
"5E2P","4","1110","1110","Success","0.00063"
"1JCK","4","1010","1010","Success","0.00033"
"2HQ9","4","10","10","Success","0.00059"
"1W7V","4","1001","1001","Success","0.00023"
"4NZH","4","10","10","Success","0.00046"
"8K5Y","4","1011","1011","Success","0.00047"
"1RE6","4","10","10","Success","0.00016"
"5IMN","4","110","110","Success","0.00029"
"3JTQ","4","1011","1011","Success","0.00039"
"8Q0T","4","1111","1111","Success","0.00044"
"8D20","4","1110","1110","Success","0.00049"
"1FDH","4","11","11","Success","0.00042"
"3KCG","4","1010","1010","Success","0.00036"
"7AYS","4","111","111","Success","0.00065"
"7CS3","4","10","10","Success","0.00023"
"1U2S","4","1111","1111","Success","0.00062"
"6PAZ","4","1","1","Success","0.00088"
"6WJB","4","110","110","Success","0.0004"
"7PMI","4","1111","1111","Success","0.00027"
"4DBS","4","10","10","Success","0.00039"
"7RQP","4","1100","1100","Success","0.00047"
"7LDG","4","1110","1110","Success","0.00044"
"5U9J","4","111","111","Success","0.00057"
"1ISH","4","110","110","Success","0.00044"
"5I0C","4","111","111","Success","0.00107"
"7V17","4","1101","1101","Success","0.00064"
"6YPT","4","0","0","Success","0.00048"
"2GE9","4","11","11","Success","0.00021"
"8K8G","4","1","1","Success","0.00067"
"1DMA","4","100","100","Success","0.0005"
"4QB9","4","1101","1101","Success","0.0002"
"2KYC","4","101","101","Success","0.00021"
"3FX4","4","111","111","Success","0.00056"
"6NQG","4","1100","1100","Success","0.00046"
"8JLF","4","1111","1111","Success","0.00031"
"4WI5","4","1","1","Success","0.00049"
"2LF2","4","111","111","Success","0.00017"
"5H9O","4","1011","1011","Success","0.00022"
"8OHH","4","1100","1100","Success","0.00058"
"4JMB","4","1101","1101","Success","0.00057"
"1ZIL","4","1100","1100","Success","0.00126"
"5CVB","4","1000","1000","Success","0.00049"
"5M6S","4","1000","1000","Success","0.001"
"5Y5U","4","111","111","Success","0.00042"
"8D49","4","1010","1010","Success","0.0003"
"6VRQ","4","0","0","Success","0.00034"
"5T18","4","101","101","Success","0.00062"
"1MIW","4","1101","1101","Success","0.00036"
"4IHA","4","1100","1100","Success","0.00041"
"8K3H","4","110","110","Success","0.00032"
"4BJL","4","1011","1011","Success","0.00048"
"1W8S","4","1010","1010","Success","0.0002"
"7UBM","4","100","100","Success","0.00016"
"1G3G","4","1001","1001","Success","0.00017"
"8JD0","4","1","1","Success","0.00026"
"5BSB","4","1100","1100","Success","0.00048"
"3GQI","4","1001","1001","Success","0.00041"
"4ZNW","4","1011","1011","Success","0.00044"
"8SQ8","4","110","110","Success","0.00032"
"3DX9","4","10","10","Success","0.00033"
"5O80","4","1110","1110","Success","0.00018"
"8A3C","4","100","100","Success","0.00021"
"8UE0","4","1111","1111","Success","0.00055"
"2PL3","4","1","1","Success","0.00066"
"3LWB","4","100","100","Success","0.0004"
"5ABV","4","1010","1010","Success","0.00032"
"1RJ6","4","1011","1011","Success","0.00042"
"7N16","4","11","11","Success","0.00022"
"8FUF","4","111","111","Success","0.00018"
"5X50","4","1","1","Success","0.00017"
"5IOB","4","11","11","Success","0.0002"
"8R6W","4","110","110","Success","0.00023"
"5I9Z","4","1000","1000","Success","0.0006"
"1UGN","4","1001","1001","Success","0.00072"
"5BKC","4","1111","1111","Success","0.00042"
"1R5Y","4","0","0","Success","0.00049"
"2OYL","4","1001","1001","Success","0.00034"
"4UEK","4","11","11","Success","0.00037"
"2NEF","4","0","0","Success","0.00013"
"5JVU","4","11","11","Success","0.00078"
"8RZ8","4","1110","1110","Success","0.00028"
"6JZE","4","0","0","Success","0.00057"
"7YPJ","4","110","110","Success","0.00016"
"1NDW","4","1011","1011","Success","0.00052"
"6IIO","4","111","111","Success","0.00039"
"1K6A","4","11","11","Success","0.00057"
"3V4Q","4","1000","1000","Success","0.00116"
"2I6A","4","11","11","Success","0.00027"
"7LO8","4","10","10","Success","0.00034"
"5RU8","4","1001","1001","Success","0.00052"
"7XLC","4","110","110","Success","0.00024"
"1N3O","4","1100","1100","Success","0.00044"
"7UPK","4","1000","1000","Success","0.00021"
"4I6I","4","110","110","Success","0.00045"
"2DK5","4","110","110","Success","0.00023"
"7QOQ","4","1101","1101","Success","0.00041"
"6JJA","4","1101","1101","Success","0.00078"
"6QNE","4","11","11","Success","0.00022"
"4ADU","4","10","10","Success","0.00043"
"6US0","4","11","11","Success","0.00074"
"5TEU","4","0","0","Success","0.0004"
"2IEA","4","10","10","Success","0.00024"
"8P82","4","1101","1101","Success","0.00018"
"2Y4A","4","1101","1101","Success","0.00023"
"1BTY","4","1010","1010","Success","0.00067"
"1DFF","4","100","100","Success","0.00077"
"5ICA","4","0","0","Success","0.00041"
"6KSA","4","1","1","Success","0.00029"
"8TS6","4","10","10","Success","0.00013"
"6R4O","4","1111","1111","Success","0.00029"
"6XVJ","4","101","101","Success","0.00056"
"7ZCR","4","11","11","Success","0.00053"
"5VTQ","4","1000","1000","Success","0.00026"
"5T29","4","111","111","Success","0.0004"
"4ZBW","4","1110","1110","Success","0.00052"
"3P2K","4","10","10","Success","0.00036"
"9IW3","4","100","100","Success","0.00037"
"7X4L","4","1010","1010","Success","0.00019"
"4HB6","4","1011","1011","Success","0.00119"
"6NB7","4","1010","1010","Success","0.00016"
"9H5J","4","1010","1010","Success","0.00048"
"5SH0","4","10","10","Success","0.00028"
"8GGX","4","110","110","Success","0.00058"
"3OR6","4","1001","1001","Success","0.00043"
"8H4H","4","11","11","Success","0.00031"
"8A4D","4","1","1","Success","0.00017"
"3MMC","4","1000","1000","Success","0.00025"
"1CCR","4","0","0","Success","0.00096"
"5XSU","4","10","10","Success","0.00026"
"3ZLQ","4","110","110","Success","0.00031"
"5UM7","4","1001","1001","Success","0.0006"
"6HF0","4","0","0","Success","0.00035"
"1QJT","4","1010","1010","Success","0.00018"
"4WKW","4","1011","1011","Success","0.0005"
"8XT7","4","1010","1010","Success","0.00029"
"7YZ6","4","101","101","Success","0.00029"
"1YZF","4","1110","1110","Success","0.00072"
"7TE9","4","1001","1001","Success","0.00017"
"4CAP","4","0","0","Success","0.00035"
"6DJM","4","1001","1001","Success","0.00025"
"3OQ7","4","1110","1110","Success","0.00098"
"2QZA","4","0","0","Success","0.00028"
"5C34","4","10","10","Success","0.00067"
"7M0I","4","1101","1101","Success","0.0002"
"3NQJ","4","0","0","Success","0.00077"
"8TQJ","4","1001","1001","Success","0.00057"
"8VY8","4","110","110","Success","0.00054"
"1FTX","4","0","0","Success","0.00035"
"3PWB","4","1","1","Success","0.00067"
"1ZRQ","4","11","11","Success","0.00034"
"7AXF","4","110","110","Success","0.00062"
"4LMC","4","0","0","Success","0.00089"
"2Z8X","4","1100","1100","Success","0.00039"
"5FCH","4","1000","1000","Success","0.00035"
"6TRY","4","100","100","Success","0.00032"
"4PCR","4","1111","1111","Success","0.00047"
"4CR6","4","0","0","Success","0.00031"
"3ESM","4","101","101","Success","0.00084"
"6QO8","4","1101","1101","Success","0.0004"
"5RG5","4","1011","1011","Success","0.00038"
"2R4B","4","1","1","Success","0.0004"
"2FQL","4","1111","1111","Success","0.00093"
"2EO6","4","1","1","Success","0.00018"
"4JP8","4","111","111","Success","0.00049"
"4ZRN","4","1101","1101","Success","0.0004"
"8JSC","4","10","10","Success","0.00052"
"6HD3","4","0","0","Success","0.00032"
"1ON6","4","1100","1100","Success","0.00044"
"2RU3","4","1001","1001","Success","0.00022"
"2M9E","4","1011","1011","Success","0.00039"
"6VM9","4","101","101","Success","0.00035"
"4OWS","4","100","100","Success","0.00038"
"7OH2","4","10","10","Success","0.00037"
"7XGK","4","1101","1101","Success","0.00039"
"7W5H","4","10","10","Success","0.00038"
"1PY0","4","1101","1101","Success","0.0009"
"4D42","4","1","1","Success","0.00021"
"6YKX","4","100","100","Success","0.00034"
"6R8H","4","100","100","Success","0.00026"
"7FBI","4","1101","1101","Success","0.00031"
"2C9P","4","100","100","Success","0.00055"
"7CUT","4","1010","1010","Success","0.00056"
"5H8H","4","1","1","Success","0.00041"
"2YJK","4","1000","1000","Success","0.00023"
"3MQ4","4","111","111","Success","0.0005"
"6M94","4","1001","1001","Success","0.00042"
"5TDH","4","100","100","Success","0.00025"
"5NGW","4","1111","1111","Success","0.00053"
"1F55","4","1000","1000","Success","0.00021"
"5RXT","4","100","100","Success","0.00043"
"8Q9V","4","0","0","Success","0.00042"
"8SYM","4","1011","1011","Success","0.00041"
"4IS0","4","1010","1010","Success","0.00064"
"7MRG","4","11","11","Success","0.00066"
"6IKX","4","100","100","Success","0.00041"
"4FO6","4","1100","1100","Success","0.00054"
"2QKE","4","1001","1001","Success","0.0004"
"1TAQ","4","1010","1010","Success","0.00034"
"8GN6","4","10","10","Success","0.00026"
"9J5W","4","1010","1010","Success","0.00044"
"3AOP","4","111","111","Success","0.00047"
"2CZE","4","1011","1011","Success","0.00048"
"7KHO","4","100","100","Success","0.00023"
"3VV7","4","111","111","Success","0.00052"
"3U9B","4","1101","1101","Success","0.00022"
"6QYY","4","1111","1111","Success","0.00036"
"5MP7","4","1110","1110","Success","0.00034"
"8T1W","4","1111","1111","Success","0.00052"
"4RJD","4","111","111","Success","0.00087"
"5PBO","4","1010","1010","Success","0.00095"
"2V7I","4","1010","1010","Success","0.00053"
"4I9H","4","110","110","Success","0.00019"
"7F7F","4","1","1","Success","0.00026"
"4OW1","4","11","11","Success","0.00038"
"6D13","4","10","10","Success","0.00046"
"6I16","4","1","1","Success","0.00044"
"1ZY5","4","1000","1000","Success","0.00044"
"3HEJ","4","1110","1110","Success","0.00042"
"3I4M","4","110","110","Success","0.00015"
"2BU1","4","1001","1001","Success","0.00049"
"9COZ","4","11","11","Success","0.00076"
"4QOD","4","1101","1101","Success","0.00046"
"3TKA","4","1101","1101","Success","0.00057"
"6QWK","4","1111","1111","Success","0.00046"
"6LAT","4","1110","1110","Success","0.00046"
"5YBH","4","1100","1100","Success","0.00037"
"7X9E","4","1100","1100","Success","0.00034"
"2KI7","4","1","1","Success","0.00022"
"7H2C","4","0","0","Success","0.00071"
"5TIR","4","100","100","Success","0.00035"
"4WX6","4","1101","1101","Success","0.00047"
"8CX0","4","1010","1010","Success","0.00034"
"3EWE","4","10","10","Success","0.00028"
"4IL2","4","1100","1100","Success","0.00025"
"6FJ0","4","110","110","Success","0.00055"
"2XXZ","4","1011","1011","Success","0.0004"
"3GJE","4","1","1","Success","0.00032"
"5NXK","4","0","0","Success","0.00033"
"2NOS","4","1011","1011","Success","0.00056"
"6O8A","4","1001","1001","Success","0.00067"
"1ZNK","4","10","10","Success","0.0008"
"3PRB","4","1111","1111","Success","0.00046"
"3AVN","4","101","101","Success","0.00054"
"1WLI","4","1000","1000","Success","0.00064"
"8CAA","4","1011","1011","Success","0.00048"
"5XZ4","4","1100","1100","Success","0.00055"
"3GZD","4","10","10","Success","0.00025"
"1P0N","4","100","100","Success","0.00039"
"2NSA","4","1","1","Success","0.00076"
"6JZS","4","110","110","Success","0.00033"
"4ERH","4","1111","1111","Success","0.00063"
"5EJ8","4","1011","1011","Success","0.00015"
"7EJP","4","1100","1100","Success","0.00018"
"2PK2","4","1010","1010","Success","0.00031"
"6GEK","4","1001","1001","Success","0.00046"
"7WPA","4","1110","1110","Success","0.00016"
"2XJO","4","1100","1100","Success","0.00023"
"3BIT","4","1111","1111","Success","0.00034"
"5GPO","4","1101","1101","Success","0.00063"
"2RDL","4","1100","1100","Success","0.00047"
"2BAN","4","1101","1101","Success","0.00032"
"1TKI","4","111","111","Success","0.00038"
"8I3S","4","1001","1001","Success","0.00049"
"3J2W","4","111","111","Success","0.00016"
"4WC0","4","1101","1101","Success","0.00038"
"2JQY","4","1110","1110","Success","0.00019"
"6C6I","4","1011","1011","Success","0.00045"
"5CXV","4","1111","1111","Success","0.00046"
"5U43","4","1001","1001","Success","0.00042"
"8H4C","4","101","101","Success","0.00038"
"7DSM","4","101","101","Success","0.00038"
"9DCF","4","10","10","Success","0.0005"
"2M9V","4","11","11","Success","0.00017"
"5HNX","4","1100","1100","Success","0.00029"
"7RBJ","4","1","1","Success","0.00054"
"3IIH","4","1111","1111","Success","0.00084"
"4HXB","4","100","100","Success","0.00048"
"7FIV","4","100","100","Success","0.00029"
"4DFS","4","1001","1001","Success","0.00044"
"4TTT","4","10","10","Success","0.00033"
"1ZMX","4","1101","1101","Success","0.00026"
"6D3I","4","101","101","Success","0.00028"
"7WVZ","4","101","101","Success","0.00017"
"1FVF","4","11","11","Success","0.0003"
"6HHZ","4","1001","1001","Success","0.00047"
"4AHU","4","11","11","Success","0.00053"
"4ONV","4","1100","1100","Success","0.00029"
"3KXP","4","1000","1000","Success","0.00017"
"5G3N","4","1110","1110","Success","0.00061"
"4KYO","4","101","101","Success","0.00026"
"1T3F","4","1110","1110","Success","0.00046"
"1QSA","4","0","0","Success","0.0004"
"4UMQ","4","100","100","Success","0.00057"
"2H5E","4","1101","1101","Success","0.00031"
"8V1K","4","11","11","Success","0.00051"
"8I7Z","4","100","100","Success","0.00042"
"8FFO","4","1011","1011","Success","0.0002"
"8R1C","4","11","11","Success","0.00016"
"5QUK","4","1110","1110","Success","0.00065"
"3JYI","4","101","101","Success","0.00024"
"8RHF","4","111","111","Success","0.0004"
"3DKX","4","1011","1011","Success","0.0004"
"3IFC","4","1010","1010","Success","0.00027"
"7PIJ","4","110","110","Success","0.00031"
"1E2R","4","100","100","Success","0.0003"
"5KY3","4","0","0","Success","0.00051"
"2OQB","4","1000","1000","Success","0.00068"
"7OWU","4","1011","1011","Success","0.00035"
"3BA7","4","0","0","Success","0.00059"
"8D8K","4","1010","1010","Success","0.00012"
"4RG7","4","0","0","Success","0.00032"
"2H2K","4","1000","1000","Success","0.00073"
"6FMZ","4","110","110","Success","0.00041"
"2EWE","4","101","101","Success","0.00052"
"3RJY","4","1111","1111","Success","0.00055"
"5Z70","4","0","0","Success","0.00031"
"5W6K","4","11","11","Success","0.00042"
"6C1M","4","110","110","Success","0.00047"
"3TEQ","4","1110","1110","Success","0.00049"
"7EPM","4","0","0","Success","0.00038"
"3GI6","4","0","0","Success","0.0007"
"2WA0","4","11","11","Success","0.00067"
"8FA5","4","101","101","Success","0.00029"
"3GL3","4","110","110","Success","0.00043"
"4GFA","4","101","101","Success","0.0004"
"5COS","4","1100","1100","Success","0.00063"
"3UTU","4","110","110","Success","0.00058"
"2JJG","4","10","10","Success","0.00048"
"6HWF","4","1110","1110","Success","0.00013"
"1W0B","4","1010","1010","Success","0.00022"
"2AJU","4","1000","1000","Success","0.00047"
"7MF3","4","1001","1001","Success","0.00019"
"4A34","4","1110","1110","Success","0.00018"
"9ARH","4","110","110","Success","0.00018"
"3FIR","4","101","101","Success","0.00046"
"7P6E","4","11","11","Success","0.0003"
"3FW8","4","10","10","Success","0.00044"
"3VSP","4","0","0","Success","0.00044"
"5FPI","4","101","101","Success","0.00061"
"8EA6","4","11","11","Success","0.00064"
"4YU2","4","1","1","Success","0.00027"
"5XPO","4","1100","1100","Success","0.00061"
"9BK4","4","1111","1111","Success","0.00064"
"1X5D","4","1001","1001","Success","0.00019"
"8QLL","4","11","11","Success","0.00046"
"6EZ8","4","1011","1011","Success","0.00019"
"8YSE","4","1100","1100","Success","0.00054"
"6UUT","4","10","10","Success","0.00033"
"2AXU","4","100","100","Success","0.00017"
"5S9K","4","100","100","Success","0.0004"
"2NSM","4","1101","1101","Success","0.00051"
"1DJQ","4","0","0","Success","0.00026"
"5DCL","4","1100","1100","Success","0.00062"
"3LU8","4","1100","1100","Success","0.00029"
"1DG8","4","10","10","Success","0.00078"
"2BVU","4","1000","1000","Success","0.00045"
"6WJQ","4","11","11","Success","0.0004"
"6VXJ","4","1111","1111","Success","0.00029"
"4F1C","4","101","101","Success","0.00096"
"7WF9","4","11","11","Success","0.00064"
"3HIY","4","1011","1011","Success","0.00035"
"7F6Y","4","101","101","Success","0.0004"
"1MVM","4","10","10","Success","0.00044"
"4RLH","4","1110","1110","Success","0.00031"
"2M2A","4","1000","1000","Success","0.00026"
"1M0P","4","111","111","Success","0.00046"
"7OP9","4","1110","1110","Success","0.00018"
"8EQ8","4","101","101","Success","0.00047"
